post,reaction_count,repost_text,repost,company,post_time,date_retrived
none,6,"A simple experiment with a profound message, measuring the temperature of exposed soil, cut grass and uncut grass in summer. The results speak for themselves, a reading from the hedge would have been interesting to include...",1,Seed Terminator,5mo,2022-06-07
Looking forward to sharing this story with the kids 👍🏻#KangarooIsland #sustainableagriculture #spoileralert #DrNick 😎,0,"Just released by our friends @GeorgeFarmerAU 'The Island of Big Ideas' has landed in our stores. In this new story, Dr Ruby hosts an island tour showcasing some of the ways farmers are improving their soil and environment for the future. But could a knock to the head of journalist, John Dunny, stop the good news spreading to the mainland?""Call in to grab a copy of this new book, or any of the George the Farmer story books.",1,Seed Terminator,6mo,2022-06-07
none,3,"The Howell family farm in Eastern Idaho near Yellowstone Park, circa 1963.  Impressive fleet of John Deere 55 combines!From the photo archives of Thomas Howell.",1,Seed Terminator,6mo,2022-06-07
Thanks legend 🙌🏻 the feelings mutual 👍🏻,1,I’m positive that I’m grateful to have #AxialFlow & #SeedTerminator in my team as #BoekemanMachinery #Dalwallinu & #CASEiH heads into a monster #Harvest2021.,1,Seed Terminator,9mo,2022-06-07
none,0,Busy day ahead servicing the combine. Photo: ollie_mark_hill on Instagram #TakeYourDogToWorkDay,1,Seed Terminator,1yr,2022-06-07
none,2,The SA company behind a machine that pulverises weed seeds as grain crops are reaped has set up its own assembly plant in Adelaide’s south to ramp up production ahead of this year’s harvest.Seed Terminator | #SouthAustralia #LocalNews #Agriculture,1,Seed Terminator,1yr,2022-06-07
👏🏻 congratulations to all finalists,5,The Finalists for the 2022 Impact Awards have been announced - congratulations to all!   AZZO Dominant Energy Exemplar escient Fivecast Foxie Games NDE Solutions Pty Ltd Nuago PSD Energy Seed Terminator Southern Design Grouphttps://lnkd.in/gBAZNnVB#theimpactawards Seth Thuraisingham Kathryn Bothe Paul Preiss Rob Silva Emma Hinchey Mark Fusco,1,Seed Terminator,4mo,2022-06-07
none,1,Meet the 2021 winners of InDaily’s fourth annual awards program celebrating the state’s young business leaders and entrepreneurs.#40Under40AwardsSA #Corporate #Event #Entrepreneurs #SouthAustralia,1,Seed Terminator,1yr,2022-06-07
none,3,In #Field #Harvest #Support in 40 degrees is vital for #downtime prevention. Outstanding relationships between #BoekemanMachinery and #WA #Farmers with #CASEiH #AxialFlow8250 #STEIGER #QUADTRAC #NYREX #MacDon & #SeedTerminator delivering the #Productivity for #Harvest2021.,1,Seed Terminator,6mo,2022-06-07
Overwhelmed by the amount of new (and old) tech available for #brokers these days? Adam Grockerecently chatted with Mortgage and Finance Association of Australia (MFAA) Groundbreakers about client retention. Check out his tips below on how to incorporate tech and automations into your broker business model 👇(link in the comments to read the article),4,"💬 When I was tackling client retention in my own brokerage, I called clients who’d left to ask for feedback.  Almost all of them said it wasn’t about their service, they just realised their rate wasn’t competitive now and took the path of least resistance, which was to go to the closest broker or the one they most recently heard of. And now people are shopping around online before going to a broker.Brokers need to continually question if there is a better way of doing this and what is the effort required to make the change. Great to chat with Mortgage and Finance Association of Australia (MFAA) about cracking the code to keeping clients👇Brokers should be using technology to take away the low dollar productive tasks and automate, but they need to be careful about how, and which, technologies they implement. It’s key that #MortgageBrokers: 👉 Understand where in the lifecycle their business is👉 Prioritise which software or technology is appropriate for where their business is at in the lifecycle👉 Don’t do everything at once. Start with the two or three technology tools that will give the business the highest impact for the lowest effort👉 Make sure their data is up to date and in a format that can be easily extracted to use in other tools(link in the comments to read the article)",1,Sherlok Loans,3h,2022-06-07
"“Sherlok’s data is based on old LVR data”... myth BUSTED 💥We can understand why brokers might assume that the Sherlok retention score is calculated from the original LVR of a property, because that’s the latest data THEY have on record. One of the biggest benefits of using Sherlok to action reprices is that you can get more accurate data than what you have on file – including the LVR. The Sherlok algorithm tracks capital growth rates (by region) and uses that to predict today’s LVR for the property. Got an assumption you want us to de-myth? Ask in the comments and we’ll get Adam to answer it (or bust it)!",10,"One of the key things with client retention is making sure you’ve got reliable figures for repricing.Having an accurate loan-to-value ratio makes all the difference. Where possible, Sherlok looks at today’s value of the property (using our algorithms that track the capital growth rates in each region) to establish today’s LVR, saving you significant admin time and getting you more accurate estimates.If the homeowner’s LVR is below 80%, they’re more likely to leave, and this will actually drive a better reprice outcome for your consumer.So you’ll have a much happier client, and they’ll stay with you for longer.I’m planning to film some more of these myth busters soon, so hit me with any questions you’ve got below 👇#MortgageBrokers",1,Sherlok Loans,1,2022-06-07
Mortgage brokers are you looking to automate client retention and repricing?How's the $30k savings already achieved by Rising Tide Financial in such a short period.Thanks for the shout out :),3,"How's your interest rate?Forget about the clip art picture below - with the help of Sherlok we've been able to help reduce clients' home loan repayments by $30k, without anyone having to go through a new application process!That's giving Rising Tide Financial clients the freedom to say Yes!#money #mortgagebroker #homeloan",1,Sherlok Loans,1w,2022-06-07
Next Sherlok Shouts is tomorrow in PERTH – #brokers we'll see you there! Details below👇,8,"Quick reminder for Perth #brokers, BDMS, lenders, and others in the mortgage industry – come say hi to me, Chris Hartley and Steph George tomorrow (Wed 18 May) at The Aviary from 4.30pm - 6.30pm... Sherlok is shouting drinks!",1,Sherlok Loans,3w,2022-06-07
Doing annual reviews is a completely outdated client retention model and will leave your trail book at risk of being blasted wide open – here’s why 👇#Brokers #MortgageBrokers #InterestRates #ClientRetention,7,"Your clients don’t move in annual cycles, so why would your retention activities? Make sure you’re across these key events for your clients:  👉  Coming off a fixed rate 👉  Coming off an interest-only rate👉  A significant reduction in their loan balance in the last couple of months (check your commission statement for clues 🔎) So what are your options? Watch the video to find out 👀#Brokers #InterestRates Sherlok",1,Sherlok Loans,1w,2022-06-07
"Clean data is becoming more and more critical for brokers to stay competitive in the digital world. Trust us, a little bit of effort now will save you heaps of time and money down the track.  If you think your data is too messy to start cleaning up, think again!It’s never too late to start cleaning your data, even if you just focus on keeping your new data records as accurate as possible.",5,"Brokers, here’s how to *not* get overwhelmed by your data (it’s one of the most important assets you’ve got):✅ DO make sure the data you’re collecting is up-to-date and accurate❌ DON’T keep your data in a word file or random spreadsheet – store everything in fields in a CRM platform that allows you to export it to use elsewhere (using a consistent data-entry protocol)Why does this matter? Watch this video and find out 👇#MortgageBroker #MortgageBrokerLife Sherlok",1,Sherlok Loans,3w,2022-06-07
