post,reaction_count,repost,company,post_time,date_retrived
"The team is thrilled to have hit over 1,100 followers on LinkedIn!  🎉🎉🎉  Thanks for following and engaging with us. It's rewarding to know that there are so many people out there that are fellow champions for the renewable energy sector, and share our mission to enable as many people as possible to access affordable, efficient wind power.#celebration #milestone #PingMonitor #renewableenergyPhoto by Frame Harirak on Unsplash",9,0,Ping,9mo,2022-06-07
"Leading edge erosion can be a real issue in wind energy, a major cause of reduced efficiency, that increases as wind turbines age. This graph shows how leading edge erosion causes blade damage as detected by the Ping Monitor, that escalates with every passing day. If you could identify this damage as soon as possible, and therefore take action to rectify it, why wouldn't you?#bladeengineer #windenergy #windturbine #engineering #engineers #renewableenergy #energyefficiency #leadingedgeerosion",12,0,Ping,9mo,2022-06-07
We've just released a new upgrade to our cloud based platform. The technology has improved functionality to ensure it is as efficient and easy to use as possible. Wind turbine operators can review blade data via the dashboard and analyse remotely however suits them. User-defined notification criteria can be set so key stakeholders remain informed on any significant blade condition changes.#bladeengineer #windenergy #windturbine #engineering #engineers #renewableenergy #energyefficiency #cloudtechnology,14,0,Ping,10mo,2022-06-07
"We often gets asked how Ping Monitor helps the bottom line - in real terms. Repair of a blade can cost up to $5,000 to $300,000 to fix,  with catastrophic damage up to $1.5 million. Installation and tracking of one Ping Monitor starts at as little as $38 per month per wind turbine. While we can't stop 'acts of God', our monitors do identify damage, often before severe consequences occur, significantly reducing operational and maintenance costs for turbines. Those relying on manpower for early detection risk delays and downtime, as well as economic impacts.#bladeengineer #windenergy #windturbine #engineering #engineers #renewableenergy #energyefficiency",45,0,Ping,10mo,2022-06-07
"Did you know that along with our partners we have a representative on the ground in the UK, Alex Pucacco, who helps look after the sales and distribution for Ping Services there, and across parts of Europe. If you're interested in finding out more about how our technology can help identify turbine damage efficiently and in real time, in order to reduce downtime and expensive repairs, please do get in touch with Alex.",20,0,Ping,10mo,2022-06-07
"As Ping Services has evolved as a company, we've understand more how we can best help our clients, and what the ideal 'pilot' project is to maximise benefit. When installing our monitors, there are a number of factors that equip us best to measure effectiveness. Namely: If the project involves installation across a minimum to 20 wind turbines; that we are fully up to speed on the conditions of the blades: and, ideally, install Ping Monitors on sites where the blades are currently being repaired. These factors combined provide a 'sweet spot' in terms of the demonstrating effectiveness of our monitors and allows us to disseminate the most accurate information to our clients straight to their devices via a user-friendly dashboard.#bladeengineer #windenergy #windturbine #engineering #engineers #renewableenergy #energyaustralia",22,0,Ping,10mo,2022-06-07
"Ping Services is now operating in every continent (well, excepting Antarctica for now!). We've recently signed agreements with partners in Uruguay and Brazil meaning our technology is installed on wind turbines in various markets in South America. Over in Europe, Romania is the latest country to be installing our Ping Monitors. It's great to be working with different companies across the world to show how installation of Ping Monitors can help them increase efficiency and reduce downtime, which ultimately affects the bottom line.#bladeengineer #windenergy #windturbine #assetmonitoring #engineering #engineers #southamericaPhoto credit: Vitor Paladini on Unsplash",19,0,Ping,10mo,2022-06-07
"Leading edge erosion is a big issue for those in the wind turbine industry, particularly affecting off-shore sites. The impact of wearing to the leading edge of the blade can lead to significant damage, reducing Annual Energy Production and reducing efficiency indefinitely. If identified quickly, the knock-on effects from this inefficiency can be reduced. Installing a Ping Monitor will ensure any damage is identified, trended, and flagged to you via a user-friendly dashboard. If you want to find out how we can help identify leading edge erosion so it can be tackled head on, do get in touch.Photo: Lina, Unsplash",20,0,Ping,11mo,2022-06-07
"We are very lucky to be working with Lars Bendsen, who is one of our partners representing Ping Services in North America. Lars is responsible for spreading the word about how our services can help to identify wind turbine damage to ensure downtime is kept to the minimum, therefore repair costs reduced and energy delivered with maximum efficiency. If you are based in North America and want to find out more, please do get in touch with him.#bladeengineer #windenergy #windturbine #assetmonitoring #windpowerUK",13,0,Ping,11mo,2022-06-07
"Milestone alert! At Ping we've just reached a significant milestone which is the manufacture of 1000 units. A great deal of meticulous attention goes into the manufacture of each unit, which takes one to three months. As we secure new partners and ramp up activity our pace of roll out will escalate.#bladeengineer #windenergy #windturbine #assetmonitoring #engineering #southaustralia #IChooseSA",44,0,Ping,11mo,2022-06-07
"We often talk about the unpredictable and potentially devastating damage caused by lightning. In May this year, damage was identified on a blade at a site in North America, and an alarm sent. The lightning tracking system showed there was a +90kA strike. This was confirmed when a technician arrived at the site, as illustrated by this image. Without a Ping Monitor, the site owner tends to rely on regular visits from team members to establish any damage - but this could leave weeks before serious damage is noted, and opportunity for further deterioration to occur.#bladeengineer #windenergy #windturbine #assetmonitoring #engineering #cleanenergy #renewableenergy #Pingmonitor #lightningdamage",14,0,Ping,10mo,2022-06-07
"Did you know Ping Services operates in eleven countries across the world across four continents? Wind energy is one of the fastest-growing energy sources in the world and we want to ensure all providers have the technology at their fingertips in order to spot turbine damage quickly, so that minimal waste of resources or downtime occurs.#bladeengineer #windenergy #windturbine #assetmonitoring #engineering #Pingmonitor Photo by Zbynek Burival on Unsplash",10,0,Ping,11mo,2022-06-07
