company,post_time,date_retrived,post,reaction_count,repost_text,repost
Artesian Capital Management,2mo,2022-06-06,none,0,"We're now in #Australia! Proud to partner with Sydney-based Artesian (Alternative Investments) with >$1bn AUM, and now a targeted $100 million fund specifically investing in women founders.The first Australian venture capital fund has signed up to the Beyond The Billion pledge, a global commitment to invest more than $1 billion in female tech founders and push back on the COVID-19 damage that has dampened women’s chances of getting funding.Artesian has signed up to the pledge campaign which has overseen $638 million of investment into almost 800 female-founded companies since inception three years ago. Read more: https://bit.ly/37uuers #global #scale #femalefounders #AsiaPacific #ArtesianAlexandra Clunies-Ross Vicky Lay",1
Artesian Capital Management,1mo,2022-06-06,none,4,"We'd like to welcome our three latest cutting-edge AI companies that have joined our portfolio:- Datagamz: helping businesses see data, understand employee behaviour and drive employee engagement through gamification.- ISD - Intelligent System Design: AI solutions for Government and Defence.- LYRO Robotics: creating the brain, the eyes and the hands for the next generation of intelligent robots.It’s time to breakthrough! 🚀 Interested in joining? Find out more and apply now at: https://lnkd.in/g4Rjjf_S#FutureWithBoab #ai #investmentsAndrew Lai, Kaushalya Gunatilaka, Dr Catriona Wallace, Roslyn Hames🚀, Matthew Clunies-Ross, Tim Heasley, Vicky Lay, Luke Fay, Jeremy Colless, Gilles Planté, Dilshi Welaratne, LaunchVic, Steve Nouri, Kunal Rahalkar, Pankaj Khanna, Julian van den Berg, Jason Clissold, Nicole Robinson, Juxi Leitner, Mei Lee, Artesian (Alternative Investments)",1
Artesian Capital Management,3mo,2022-06-06,none,4,"Big thanks to Sarah Perez for sharing our story. And thank SOSV, Sinovation Ventures (创新工场), 复星锐正资本 FOSUN RZ Capital, and Artesian (Alternative Investments) for believing and supporting us. We're building the infrastructure for the booming social commerce and we're aiming to help creators and brands at all levels to optimize exposures and maximize content-inspired sales. And we're hiring! Check out our job postings and let's connect! #socialcommerce #influencermarketing #creatoreconomy #hiring",1
Artesian Capital Management,3mo,2022-06-06,none,12,"FarmLab is on a mission to help 1 million farmers sequester 1 billion tonnes of CO2 by 2025 - and is actively raising for its $3 million Series A funding round, with grand plans to scale technology into the US market.Private investor William Evans ﻿from Prove Group said, “Their software is scaleable and can be adapted to farming systems around the world, so FarmLab has the ability to make a significant impact through helping a large number of farmers to make better decisions.""﻿FarmLab CEO and Co-Founder, Sam Duncan added, “The next phase of our growth will be more exploratory, less risk. We really like Artesian (Alternative Investments), they’re great people and have been with us from the start, and it’s great to have Prove Group on board and perhaps we could attract another large tech company in the US that has a real climate focus.""﻿We're excited see FarmLab pitch at the evokeAG Investor Dinner happening later in the year. ﻿﻿﻿If you can help FarmLab reach its full potential, check out this commercial opportunity on growAG to learn more.https://bit.ly/33ruUMC👏 GrainInnovate Artesian (Alternative Investments) Grains Research and Development Corporation Cibo Labs Pty Ltd CSIRO ﻿#carbon #soil #agritech #australianag #commercialopportunity #seekinginvestment #investors #scale #technology #climate",1
Artesian Capital Management,4mo,2022-06-06,none,2,"Founder of Binary Tech, Michael Burton, originally developed his IoT monitoring devices for the beer keg industry – the $200 kegs often go “missing” – and has since developed a broader focus to assist with supply chain monitoring.Artesian (Alternative Investments), Alexandra Clunies-Ross, Craig Davis, Peter Mckie, Nick McNaughton, #supplychain #technology #tech #startups #investments #ceos #iot #founders #startupaus",1
Artesian Capital Management,4mo,2022-06-06,none,5,"Sydney-based Remi.ai has completed a $1.44 million seed round, with investors including Artesian, InterValley, Superseed and more backing the machine learning platform which supports retail and e-commerce supply chains.The seed round follows the startup’s first foray into accepting external capital, completed in June 2021 after Remi.a...https://lnkd.in/gvbcanYm",1
Artesian Capital Management,3mo,2022-06-06,none,4,"GrainInnovate invests in #agtech ventures, fast-tracking industry solutions for the benefit of Aust grain growers. 4 portfolio co.s with booming businesses Hillridge Technology SwarmFarm Robotics DataFarming (Australia) Zetifi featured in Grains Research and Development Corporation GroundCover https://lnkd.in/gbDhk4aA Artesian (Alternative Investments) Robert Williams Shane M. Fernando Felquer Ron Osmond #australia #agriculture #venturecapital #grain #foodsecurity #innovation #agriculture",1
Artesian Capital Management,2mo,2022-06-06,none,1,"Today, we launch our first product, the Basis+ agricultural robot. The robot reflects two years of hard work for our amazing team, and the support of our investors at Artesian (Alternative Investments), The Trendlines Group and PAN Group Australia. Thanks also go to our partners at Corteva, Bayer, Pespcio and EE Muir who provided remote testing and validation throughout the challenges of the pandemic.Over the coming year, as we add new tools to the Basis+ platform.",1
Artesian Capital Management,4mo,2022-06-06,none,9,"FarmLab gears up for Series A funding round to scale tech globally. FarmLab is on a mission to help 1M farmers sequester 1B tonnes of CO2 by 2025, with grand plans to scale up technology across Australia, the US and Europe https://lnkd.in/gqDw-ztf #agtech #climatetech #soilcarbon Artesian (Alternative Investments) Grains Research and Development Corporation Robert Williams Fernando Felquer",1
Artesian Capital Management,4mo,2022-06-06,none,4,"🚀𝗘𝗩𝗘𝗡𝗧 𝗙𝗥𝗘𝗡𝗖𝗛 𝗧𝗘𝗖𝗛 𝗣𝗔𝗬𝗦 𝗕𝗔𝗦𝗤𝗨𝗘 & 𝗔𝗨𝗦𝗧𝗥𝗔𝗟𝗜𝗘 ! 🗓️ WEBINAR implantation AUSTRALIE 𝐋𝐞 𝟯 𝗙𝗲́𝘃𝗶𝗲𝗿 𝟭𝟭𝗵-𝟭𝟮𝗵𝟯𝟬 (all in french). L𝐢𝐞𝐧 𝐝'𝐢𝐧𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧 : https://lnkd.in/eESiFY8N 𝗩𝗼𝘂𝘀 𝘃𝗼𝘂𝘀 𝗽𝗼𝘀𝗲𝘇 𝗹𝗮 𝗾𝘂𝗲𝘀𝘁𝗶𝗼𝗻 𝗱'𝘂𝗻𝗲 𝗶𝗻𝘁𝗲𝗿𝗻𝗮𝘁𝗶𝗼𝗻𝗮𝗹𝗶𝘀𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗮𝗰𝘁𝗶𝘃𝗶𝘁𝗲́ ? 🌏 Pourquoi ne pas envisager 𝗹’𝗔𝗦𝗜𝗘 ? 📈 Marché en forte croissance économique au niveau mondial, il offre des opportunités pour la relance.  𝗖𝗲 𝘄𝗲𝗯𝗶𝗻𝗮𝗿 𝘃𝗼𝘂𝘀 𝗽𝗿𝗼𝗽𝗼𝘀𝗲 𝗱’𝗲𝘅𝗽𝗹𝗼𝗿𝗲𝗿 l’AUTRALIE, un pays aux multiples possibilités, qui peut également être une porte d’entrée pour partir à la conquête des US et/ou de l'ASIE ! 𝘘𝘶𝘦𝘭𝘴 𝘴𝘰𝘯𝘵 𝘭𝘦𝘴 𝘢𝘷𝘢𝘯𝘵𝘢𝘨𝘦𝘴 ❓ 𝘓𝘦𝘴 𝘣𝘢𝘳𝘳𝘪𝘦̀𝘳𝘦𝘴 ❓ 𝘈 𝘲𝘶𝘦𝘭 𝘴𝘵𝘢𝘥𝘦 𝘥𝘦 𝘥𝘦́𝘷𝘦𝘭𝘰𝘱𝘱𝘦𝘮𝘦𝘯𝘵 𝘺 𝘱𝘦𝘯𝘴𝘦𝘳 ❓ 𝘘𝘶𝘦𝘭𝘴 𝘴𝘰𝘯𝘵 𝘭𝘦𝘴 𝘮𝘢𝘳𝘤𝘩𝘦́𝘴 𝘱𝘰𝘳𝘵𝘦𝘶𝘳𝘴 ❓ 𝘘𝘶𝘦𝘭 𝘦𝘴𝘵 𝘭’𝘪𝘮𝘱𝘢𝘤𝘵 𝘥𝘦 𝘭𝘢 𝘤𝘳𝘪𝘴𝘦 𝘴𝘢𝘯𝘪𝘵𝘢𝘪𝘳𝘦 ❓  𝗡𝗼𝘂𝘀 𝘀𝗼𝗺𝗺𝗲𝘀 𝗵𝗼𝗻𝗼𝗿𝗲́𝘀 𝗱𝗲 𝘃𝗼𝘂𝘀 𝗽𝗿𝗼𝗽𝗼𝘀𝗲𝗿 𝗱𝗲𝘀 𝗶𝗻𝘁𝗲𝗿𝘃𝗲𝗻𝗮𝗻𝘁𝘀 𝗦𝗣𝗘𝗖𝗜𝗔𝗟𝗜𝗦𝗧𝗘𝗦 𝗱𝗲 𝗹’𝗲́𝗰𝗼𝘀𝘆𝘀𝘁𝗲̀𝗺𝗲 𝗹𝗼𝗰𝗮𝗹 :👉 Nathalie TAQUET CEO eBottli entrepreneuse française basée à Adelaïde, et membre de la French Tech Australia.👉 Thibault Henry  CEO de VOLY entrepreneur basé à Sydney👉 Gilles Planté Artesian (Alternative Investments) VC spécialisé dans la Tech 👉 Leo Denes CEO d'Australiance spécialisé dans l’implantation en Australie et dans les pays d’Asie du Sud Est, et membre de la French Tech Australie. Nous les remercions chaleureusement pour leur implication dans cette table ronde !Un grand merci également à  Marie Curutchet , basée à Biarritz et membre de la French Tech Pays Basque, qui va modérer ce webinar 🚀𝐆𝐎𝐀𝐙𝐄𝐍 !!!! (𝐆𝐨 𝐢𝐧 𝐁𝐚𝐬𝐪𝐮𝐞) L𝐢𝐞𝐧 𝐝'𝐢𝐧𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧 : https://lnkd.in/eESiFY8NPasser l’info autour de vous ! Merci /Milesker !",1
